United States,USA,840,20200202,0,0,0,0,0,0,0,2,0,0,1,8,0,1,9.09,1,1,1,1
United States,USA,840,20200228,0,0,0,0,0,0,0,2,0,1,1,60,0,1,12.12,1,1,1,1
United States,USA,840,20200301,0,0,1,0,0,0,0,2,0,1,1,69,1,1,14.39,1,1,1,1
United States,USA,840,20200302,0,0,1,0,0,0,0,3,0,1,1,89,2,1,16.67,1,1,1,1
United States,USA,840,20200304,0,0,1,0,0,0,0,3,0,2,1,125,9,1,19.7,1,1,1,1
United States,USA,840,20200305,3,0,1,0,0,0,0,3,0,2,1,159,11,1,27.27,1,1,1,1
United States,USA,840,20200311,3,0,1,1,0,0,0,3,0,2,1,1025,28,1,28.41,1,1,1,1
United States,USA,840,20200312,3,0,2,2,0,0,0,3,0,2,1,1312,30,1,35.23,1,1,1,1
United States,USA,840,20200314,3,0,2,2,0,0,1,3,0,3,1,2174,47,1,42.8,1,1,1,1
United States,USA,840,20200315,3,0,2,2,0,2,1,3,0,3,1,2951,57,1,47.35,1,1,1,1
United States,USA,840,20200316,3,0,2,2,0,2,1,3,2,3,1,3774,69,1,56.44,1,1,1,1
United States,USA,840,20200317,3,0,2,2,1,2,1,3,2,3,1,4661,85,1,58.71,1,1,1,1
United States,USA,840,20200319,3,3,2,2,1,2,2,3,2,3,1,9415,150,1,68.56,1,1,1,1
United States,USA,840,20200321,3,3,2,4,1,2,2,3,2,3,1,19624,260,1,73.11,1,1,1,1
United States,USA,840,20200615,3,2,2,4,1,2,2,3,2,3,1,2094069,115732,1,70.08,1,1,1,1
South Africa,ZAF,710,20200306,0,0,0,0,0,0,0,1,2,0,0,1,0,1,11.36,1,1,1,1
South Africa,ZAF,710,20200307,0,0,0,0,0,0,0,1,2,1,2,2,0,1,23.48,1,1,1,1
South Africa,ZAF,710,20200315,0,0,0,0,0,0,1,1,2,1,2,24,0,1,28.03,1,1,1,1
South Africa,ZAF,710,20200316,0,0,2,3,0,0,1,1,2,1,2,51,0,1,43.94,1,1,1,1
South Africa,ZAF,710,20200318,3,0,2,3,0,0,1,3,2,1,2,85,0,1,57.58,1,1,1,1
South Africa,ZAF,710,20200326,3,3,2,3,1,2,2,4,2,1,2,709,0,1,84.09,1,1,1,1
South Africa,ZAF,710,20200328,3,3,2,3,1,2,2,4,2,2,2,1170,2,1,87.12,1,1,1,1
South Africa,ZAF,710,20200601,3,2,2,3,1,1,2,4,2,3,2,32683,683,1,84.09,1,1,1,1
South Africa,ZAF,710,20200608,2,2,2,3,1,1,2,4,2,3,2,48285,998,1,81.06,1,1,1,1
South Africa,ZAF,710,20200712,2,2,2,3,1,2,2,4,2,3,2,264184,3971,1,84.09,1,1,-1,
Italy,ITA,380,20200131,0,0,0,0,0,0,0,3,2,1,2,3,0,1,28.03,1,1,1,1
Italy,ITA,380,20200221,0,0,0,0,0,0,2,3,2,1,2,3,0,1,34.85,1,1,1,1
Italy,ITA,380,20200222,0,3,0,0,0,0,2,3,2,1,2,17,0,1,42.42,1,1,1,1
Italy,ITA,380,20200223,3,3,2,4,0,2,2,3,2,1,2,79,2,1,69.32,1,1,1,1
Italy,ITA,380,20200226,3,3,2,4,0,2,2,3,2,2,2,322,11,1,72.35,1,1,1,1
Italy,ITA,380,20200304,3,3,2,4,0,2,2,3,2,2,2,2502,80,1,76.14,1,1,1,1
Italy,ITA,380,20200310,3,3,2,4,0,2,2,3,2,2,2,9172,464,1,82.58,1,1,1,1
Italy,ITA,380,20200311,3,3,2,4,1,2,2,3,2,2,2,10149,631,1,84.85,1,1,1,1
Italy,ITA,380,20200320,3,3,2,4,1,3,2,3,2,2,2,41035,3407,1,90.15,1,1,1,1
Italy,ITA,380,20200410,3,3,2,4,1,2,2,3,2,2,2,143626,18281,1,87.12,1,1,1,-1
Italy,ITA,380,20200412,3,3,2,4,2,2,2,3,2,2,2,152271,19470,1,91.67,1,1,-1,-1
Italy,ITA,380,20200504,3,1,2,4,0,1,1,2,2,2,2,210717,28884,1,66.67,-1,-1,-1,-1
Italy,ITA,380,20200516,3,2,2,4,0,1,1,2,2,2,2,223885,31610,1,69.7,-1,-1,-1,-1
Italy,ITA,380,20200518,3,2,2,0,0,1,2,3,2,2,2,225435,31908,1,67.42,-1,-1,-1,-1
Italy,ITA,380,20200602,3,2,2,0,0,1,0,3,2,2,2,233197,33475,1,58.33,-1,-1,-1,-1
Italy,ITA,380,20200603,3,2,2,0,0,1,0,0,2,2,2,233515,33530,1,51.52,-1,-1,-1,-1
Italy,ITA,380,20200611,3,2,2,0,0,1,0,2,2,2,2,235763,34114,1,56.06,-1,-1,-1,-1
Italy,ITA,380,20200615,3,2,2,2,0,1,0,2,2,2,2,236989,34345,1,60.61,-1,-1,-1,-1
Italy,ITA,380,20200709,3,2,2,2,0,1,0,3,2,2,2,242149,34914,1,62.88,-1,-1,-1,-1
Spain,ESP,724,20200201,0,0,0,0,0,0,0,0,2,1,2,1,0,1,21.21,1,1,1,1
Spain,ESP,724,20200224,0,0,0,0,0,0,0,0,2,1,1,2,0,1,16.67,1,1,1,1
Spain,ESP,724,20200309,3,1,0,0,0,0,1,0,2,1,1,1527,5,1,28.03,1,1,1,1
Spain,ESP,724,20200310,3,1,2,1,0,0,1,3,2,1,1,2299,28,1,45.08,1,1,1,1
Spain,ESP,724,20200314,3,2,2,1,1,2,1,3,2,1,1,7641,121,1,62.5,1,1,1,1
Spain,ESP,724,20200316,3,2,2,1,1,2,1,3,2,1,1,11491,288,1,64.02,1,1,1,1
