CountryName,Country-Alpha-3Code,CountryCode,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,ConfirmedCases,ConfirmedDeaths,HealthIndexChange,ContainmentHealthIndex,Cases after 1 week,Cases after 2 weeks,Cases after 3 weeks,Cases after 4 weeks
China,CHN,156,20200316,3.00,3.00,2.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,81020,3216,1,79.92,-1,-1,-1,-1
China,CHN,156,20200326,3.00,3.00,2.00,4.00,2.00,3.00,2.00,3.00,2.00,2.00,2.00,81733,3291,1,82.20,-1,-1,-1,-1
China,CHN,156,20200328,3.00,3.00,2.00,4.00,0.00,3.00,2.00,3.00,2.00,2.00,2.00,81946,3299,1,75.38,-1,-1,-1,-1
China,CHN,156,20200331,3.00,3.00,2.00,4.00,0.00,3.00,2.00,3.00,2.00,3.00,2.00,82241,3309,1,78.41,-1,-1,-1,-1
China,CHN,156,20200403,3.00,2.00,2.00,4.00,0.00,3.00,2.00,3.00,2.00,3.00,2.00,82465,3326,1,75.38,-1,-1,-1,-1
China,CHN,156,20200408,3.00,2.00,2.00,4.00,0.00,1.00,1.00,3.00,2.00,3.00,2.00,82784,3337,1,64.77,-1,-1,-1,-1
China,CHN,156,20200510,3.00,3.00,2.00,4.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,83991,4637,1,85.23,-1,-1,-1,-1
China,CHN,156,20200603,2.00,3.00,2.00,4.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,84159,4638,1,82.20,-1,1,1,1
Denmark,DNK,208,20200227,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1,0,1,13.64,1,1,1,1
Denmark,DNK,208,20200303,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,1.00,5,0,1,21.21,1,1,1,1
Denmark,DNK,208,20200306,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,1.00,20,0,1,25.76,1,1,1,1
Denmark,DNK,208,20200310,0.00,0.00,1.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,1.00,113,0,1,30.30,1,1,1,1
Denmark,DNK,208,20200311,0.00,1.00,1.00,0.00,1.00,1.00,0.00,3.00,2.00,1.00,1.00,264,0,1,38.64,1,1,1,1
Denmark,DNK,208,20200313,3.00,1.00,1.00,3.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,676,0,1,59.09,1,1,1,1
Denmark,DNK,208,20200314,3.00,1.00,1.00,3.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,804,0,1,61.36,1,1,1,1
Denmark,DNK,208,20200318,3.00,2.00,1.00,4.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1024,4,1,66.67,1,1,1,1
Denmark,DNK,208,20200415,2.00,2.00,1.00,4.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,6511,299,1,63.64,-1,-1,-1,-1
Denmark,DNK,208,20200420,2.00,2.00,1.00,4.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,7384,355,1,66.67,-1,-1,-1,-1
Denmark,DNK,208,20200423,2.00,2.00,1.00,4.00,1.00,1.00,1.00,4.00,2.00,2.00,2.00,7912,384,1,71.21,-1,-1,-1,-1
Denmark,DNK,208,20200508,2.00,2.00,1.00,3.00,1.00,1.00,1.00,4.00,2.00,2.00,2.00,10083,506,1,68.94,-1,-1,-1,-1
Denmark,DNK,208,20200512,2.00,2.00,1.00,3.00,1.00,1.00,1.00,4.00,2.00,3.00,2.00,10513,524,1,71.97,-1,-1,-1,-1
Denmark,DNK,208,20200525,2.00,2.00,1.00,3.00,1.00,1.00,1.00,3.00,2.00,3.00,2.00,11360,562,1,69.70,-1,-1,-1,-1
