CountryName,CountryCode,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,ConfirmedCases,ConfirmedDeaths,HealthIndexChange,ContainmentHealthIndex,Cases after 1 week,Cases after 2 weeks,Cases after 3 weeks,Cases after 4 weeks
Australia,AUS,20200303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,33,1,0,28.03,,,,
Australia,AUS,20200304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,41,1,0,28.03,,,,
Australia,AUS,20200305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,52,2,0,28.03,,,,
Australia,AUS,20200306,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,59,2,0,28.03,,,,
Australia,AUS,20200307,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,63,2,0,28.03,,,,
Australia,AUS,20200308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,74,3,0,28.03,,,,
Australia,AUS,20200309,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,80,3,0,28.03,,,,
Australia,AUS,20200310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,100,3,0,28.03,,,,
Australia,AUS,20200311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,112,3,0,28.03,,,,
Australia,AUS,20200312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,126,3,0,28.03,,,,
Australia,AUS,20200313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,156,3,0,28.03,,,,
Australia,AUS,20200314,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,197,3,0,28.03,,,,
Australia,AUS,20200315,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,249,3,0,28.03,,,,
Australia,AUS,20200316,0.00,0.00,1.00,2.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,298,5,1,34.85,1,1,-1,-1
Australia,AUS,20200317,0.00,0.00,1.00,2.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,375,5,0,34.85,,,,
Australia,AUS,20200318,0.00,0.00,2.00,2.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,454,5,1,39.39,1,1,-1,-1
Australia,AUS,20200319,0.00,0.00,2.00,2.00,0.00,0.00,2.00,3.00,2.00,1.00,2.00,565,6,1,46.21,1,1,-1,-1
Australia,AUS,20200320,0.00,0.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,1.00,2.00,709,6,1,48.48,1,1,-1,-1
Australia,AUS,20200321,0.00,0.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,1.00,2.00,874,7,0,48.48,,,,
Australia,AUS,20200322,0.00,0.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,1.00,2.00,1098,7,0,48.48,,,,
Australia,AUS,20200323,0.00,2.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,1.00,1.00,1709,7,0,48.48,,,,
Australia,AUS,20200324,3.00,2.00,2.00,3.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,1823,7,1,60.23,1,-1,-1,-1
Australia,AUS,20200325,3.00,2.00,2.00,3.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,2423,8,0,60.23,,,,
Australia,AUS,20200326,3.00,2.00,2.00,3.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,2799,11,0,60.23,,,,
Australia,AUS,20200327,3.00,2.00,2.00,3.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,3166,13,0,60.23,,,,
Australia,AUS,20200328,3.00,2.00,2.00,3.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,3378,13,0,60.23,,,,
Australia,AUS,20200329,3.00,2.00,2.00,4.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,3809,14,1,65.91,-1,-1,-1,-1
Australia,AUS,20200330,3.00,2.00,2.00,4.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,4093,16,0,65.91,,,,
Australia,AUS,20200331,3.00,2.00,2.00,4.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,4557,19,0,65.91,,,,
Australia,AUS,20200401,3.00,2.00,2.00,4.00,0.00,1.00,2.00,4.00,2.00,1.00,1.00,4707,20,0,65.91,,,,
Australia,AUS,20200402,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,4976,21,1,67.42,-1,-1,-1,-1
Australia,AUS,20200403,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5224,23,0,67.42,,,,
Australia,AUS,20200404,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5548,30,0,67.42,,,,
Australia,AUS,20200405,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5687,34,0,67.42,,,,
Australia,AUS,20200406,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5744,36,0,67.42,,,,
Australia,AUS,20200407,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5844,42,0,67.42,,,,
Australia,AUS,20200408,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,5956,45,0,67.42,,,,
Australia,AUS,20200409,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6052,50,0,67.42,,,,
Australia,AUS,20200410,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6152,52,0,67.42,,,,
Australia,AUS,20200411,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6238,54,0,67.42,,,,
Australia,AUS,20200412,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6289,57,0,67.42,,,,
Australia,AUS,20200413,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6322,61,0,67.42,,,,
Australia,AUS,20200414,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6366,61,0,67.42,,,,
Australia,AUS,20200415,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6416,61,0,67.42,,,,
Australia,AUS,20200416,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6458,63,0,67.42,,,,
Australia,AUS,20200417,3.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6497,63,0,67.42,,,,
Australia,AUS,20200418,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6533,67,1,64.39,-1,-1,-1,-1
Australia,AUS,20200419,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6586,69,0,64.39,,,,
Australia,AUS,20200420,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6612,70,0,64.39,,,,
Australia,AUS,20200421,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6625,71,0,64.39,,,,
Australia,AUS,20200422,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6647,74,0,64.39,,,,
Australia,AUS,20200423,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6654,74,0,64.39,,,,
Australia,AUS,20200424,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6667,75,0,64.39,,,,
Australia,AUS,20200425,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6687,79,0,64.39,,,,
Australia,AUS,20200426,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6703,81,0,64.39,,,,
Australia,AUS,20200427,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6713,83,0,64.39,,,,
Australia,AUS,20200428,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6725,84,0,64.39,,,,
Australia,AUS,20200429,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6738,88,0,64.39,,,,
Australia,AUS,20200430,2.00,2.00,2.00,4.00,0.00,2.00,2.00,4.00,2.00,1.00,1.00,6746,90,0,64.39,,,,
